ico_name,member_order,member_name,position,description,linktype,link,member_type
Dash 2 Trade D2T,2,Tim Ottowitz   ,COMMUNITY AND MARKETING,Participates in a number of projects,twitter,https://twitter.com/tim_zarazua,normal
Dash 2 Trade D2T,3,Orlando Gutierrez   ,HEAD TRADER,Takes part in this project only,linkedin,https://www.linkedin.com/in/gqorlando/,normal
1World,17,Matthew Le Merle,"FIFTH ERA, Keiretsu Capital Keiretsu Forum",Participates in several projects,linkedin,https://www.linkedin.com/in/matthewlemerle/,normal
1World,18,Ted Sanford,"FlashSoft (acquired by SanDisk), Baccel, Infravio, AppStream",Participates in several projects,linkedin,https://www.linkedin.com/in/tedsanford/,normal
1World,19,Michael Minkevich,"Luxoft (LXFT) – IPO in 2013, StarForce Technologies, Novosoft",Participates in several projects,linkedin,https://www.linkedin.com/in/mminkevich/,normal
1World,20,Kira Makagon,"RingCentral (IPO in 2013), Red Aril (acq.by iCrossing), Scopus (IPO), Octane Software (acq. By Epiphany)",Participates in several projects,linkedin,https://www.linkedin.com/in/kiramakagon/,normal
Dash 2 Trade D2T,4,Olimpiu Tuns   ,SENIOR TRADER,Takes part in this project only,linkedin,https://www.linkedin.com/in/olimpiu-tuns-42746973/,normal
Dash 2 Trade D2T,5,Andre   ,DEVELOPMENT LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/andré-ferreira-b89a4981/,normal
Dash 2 Trade D2T,6,Kyle K.   ,FRONTEND LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/kyle-kingsberry-9690a7109/,normal
Dash 2 Trade D2T,7,Emiliano F   ,QUANT,Takes part in this project only,linkedin,https://www.linkedin.com/in/emiliano-f-b7672632/,normal
Dash 2 Trade D2T,8,Joa   ,SENIOR BACKEND,Takes part in this project only,linkedin,https://www.linkedin.com/in/joarley-moraes/,normal
Dash 2 Trade D2T,9,Jarmo van de Seijp   ,WEB3 ENGINEER,Participates in several projects,linkedin,https://www.linkedin.com/in/jarmo-van-de-seijp/,normal
ErosBook,1,Alfred Wieser  ,Founder & CEO,Takes part in this project only,linkedin,www.linkedin.com/in/alfred-wieser,normal
1World,21,Phil Yin,Managing Partner,Participates in several projects,linkedin,https://www.linkedin.com/in/phillip-tk-yin-51a1b/,normal
1World,22,Dr. Augie Grant,Professor at University of South Carolina,Participates in several projects,linkedin,https://www.linkedin.com/in/augie-grant-29a77259/,normal
1World,23,Dmitry Kustov,"CPA, owner of BitTax.io",Participates in several projects,linkedin,https://www.linkedin.com/in/dmitriy-kustov-cpa-41975a/,normal
1World,24,Sean Koh,Owner Koherent Records,Participates in several projects,linkedin,https://www.linkedin.com/in/sean-koh-513b05111/,normal
1World,25,Peter Saulinier,Managing Partner,Participates in several projects,linkedin,https://www.linkedin.com/in/psaulnier/,normal
1World,26,Ali Raheem,Partner / Principal,Participates in several projects,linkedin,https://www.linkedin.com/in/ali-raheem/,normal
1World,27,Marios Anapliotis,"COO Open Bouquet, 1World Tech Advisor",Participates in several projects,linkedin,https://www.linkedin.com/in/mariosanapliotis/,normal
1World,28,Tina Ghataore,Band of Angels,Participates in several projects,linkedin,https://www.linkedin.com/in/tina-ghataore-30a55a5/,normal
1World,29,Lilia Shirman,"Sr. Advisor at 1World, Managing Director at Golden Seed Group",Participates in several projects,linkedin,https://www.linkedin.com/in/liliashirman/,normal
1World,30,David Drake,"Chairman at LDJ Capital, Board Advisor at Ambrosus and LAToken",Participates in a number of projects,linkedin,https://www.linkedin.com/in/ldjcapital,normal
1World,31,Vasiliy Suvorov,"CTO Luxoft, Technical Head CryptoValley Blockchain Group",Participates in several projects,linkedin,https://www.linkedin.com/in/vsuvorov/,normal
1World,32,Alison Davis,"Chairman of Advisory Board, Blockchain.capital",Participates in several projects,linkedin,https://www.linkedin.com/in/alison-davis-339541/,normal
1World,33,Takatoshi Nakamura,"Japan Society for Security, Blockchain 2.0 & Security Expert & Inventor",No participating data,website,http://www.patentsencyclopedia.com/inventor/takatoshi-nakamura-2/,normal
1World,34,Alex Yastremski,"General Counsel, Bitfury",Participates in several projects,linkedin,https://www.linkedin.com/in/alex-yastremski-b1889514/,normal
1World,35,Lilia Shirman,1World West Coast,Participates in several projects,linkedin,https://www.linkedin.com/in/liliashirman/,normal
1World,36,Matt Ganeles,1World West Coast,Participates in several projects,linkedin,https://www.linkedin.com/in/matt-ganeles-0ab960b9/,normal
1World,37,Katia Kourtseva,1World West Coast,Participates in several projects,linkedin,https://www.linkedin.com/in/katia-kourtseva-8764814/,normal
1World,38,Emily Kayton,1World East Coast,Participates in several projects,linkedin,https://www.linkedin.com/in/emily-kayton-475408/,normal
1World,39,Klaudia Kostarelas,1World West Coast,Participates in several projects,linkedin,https://www.linkedin.com/in/klaudia-kostarelas-b16a5a96/,normal
1World,40,Nikhil Shah,India Representative,Participates in several projects,linkedin,https://www.linkedin.com/in/shahnikhil/,normal
1World,41,Namho Chung,Korea Representative,Participates in several projects,linkedin,https://www.linkedin.com/in/namho-chung-44836237/,normal
1World,42,Daniella Franchin,Latin America Representative,Participates in several projects,linkedin,https://www.linkedin.com/in/daniella-franchin-20346a/,normal
Mega Token,1,Dr Amin Khanjani,Founder and CEO,Takes part in this project only,linkedin,http://www.linkedin.com/in/amin-khanjani,normal
Mega Token,2,Mohammad Sichani,CFO,Takes part in this project only,linkedin,https://www.linkedin.com/in/mohammad-sichani-427a09127/,normal
Mega Token,3,Ali Khanjani,COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/ali-khanjani-6a8267218,normal
Cryptoffer,1,Aris Zolov  ,Founder of Cryptoffer,Participates in a number of projects,twitter,https://twitter.com/ArissZol,normal
Gamer NFT Network,1,Isaac Qann,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/isaac-qann-61518b227/,normal
Gamer NFT Network,2,Mohammad Kara,Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/mohammad-kara-game/,normal
Gamer NFT Network,3,Boris Maryshev,Senior Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/boris-maryshev-dev/,normal
Gamer NFT Network,4,Max Mardini,Senior Web Develop,Takes part in this project only,linkedin,http://www.linkedin.com/in/max-mardini,normal
WeSendit,1,Jens Herbst,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/jens-herbst/,normal
WeSendit,2,Dr. Hans-Martin Oberholzer,Jurist & Investor,Takes part in this project only,linkedin,https://www.linkedin.com/in/hans-martin-oberholzer/,normal
Gamer NFT Network,5,Luigi Luca,Blockchain Developer,Takes part in this project only,linkedin,http://www.linkedin.com/in/luigi-luca,normal
WeSendit,3,Philipp Braccini,CDO,Takes part in this project only,linkedin,https://www.linkedin.com/in/philipp-braccini-a756a6b1,normal
WeSendit,4,Thomas Hippin,Investor Relations,Takes part in this project only,linkedin,https://www.linkedin.com/in/thomas-a-hippin-68b987115,normal
WeSendit,5,Arunprashad Giretheren,Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/arunnprashad-giretheren-219600160,normal
WeSendit,6,Vidyananda Giretheren,Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/vidyananda-g-11471518b,normal
WeSendit,7,Devaprakash Giretheren,Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/devaprakash-giretheren-2438789/,normal
WeSendit,8,Markus Bernasconi,CMO & Investor,Takes part in this project only,linkedin,https://www.linkedin.com/in/markus-bernasconi-98ba8415,normal
WeSendit,9,Christian Goergens,Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/christian-görgens-abb2ba152,normal
WeSendit,10,Manuel Eberhard,Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/manuel-eberhard-6b5aab18a,normal
WeSendit,11,Brian Otieno,Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/dca2022/,normal
WeSendit,12,Marko Nerandzic,Business Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/marko-1985/,normal
WeSendit,13,Reto Massalongo,System Admin & IT Technican,Takes part in this project only,linkedin,https://www.linkedin.com/in/reto-massalongo-a25734177,normal
WeSendit,14,Rudolf Weissbecker,UI/UX Designer & Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/rudolf-weissbecker-744843147/,normal
WeSendit,15,Martin Becker,Software Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/martin-becker-de,normal
WeSendit,16,Nico Lucciola,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/nico-lucciola-09a572145/,normal
WeSendit,17,Predi Vukovic,Investor,Takes part in this project only,linkedin,https://www.linkedin.com/in/predi-vukovic-häfliger,normal
IMPT,1,Denis Creighton," CEO,IMPT.io",Takes part in this project only,linkedin,https://www.linkedin.com/in/deniscreighton/,normal
IMPT,2,Mike English,"CTO, IMPT.io",Takes part in this project only,linkedin,https://www.linkedin.com/in/mikeenglishireland/,normal
IMPT,3,Hugh Phelan,"CLO, IMPT.io",Takes part in this project only,linkedin,https://www.linkedin.com/in/hugh-phelan-a3508112a/,normal
IMPT,4,Mark Creighton,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/markcreighton/,advsisor
IMPT,5,Eoin Powderly,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/eoin-powderly-49668a244/,advsisor
IMPT,6,Jamie Helly,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/jamie-helly-73175912/,advsisor
Girles Token,1,Daniel T.,Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/girlesmetaverse,normal
Girles Token,2,Sanja S.,Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/sanja-s-270a29252/,normal
inSHAPE,1,Alec Macri  ,Co-Founder & CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/alec-macri-819914146/,normal
inSHAPE,2,Laurentiu Mutu  ,Co-Founder & COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/mutu-laurentiu-07436471/,normal
inSHAPE,3,Cosmin Neculau  ,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/cosminneculau/,normal
inSHAPE,4,Bryan Okafor  ,Global Marketing Manager  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/bryan-okafor-19212b77/,normal
inSHAPE,5,Elena Andrei  ,Business Development Manager  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/simona-elena-a-4603a11b5/,normal
inSHAPE,6,Tudor Cioboata ,Software Architect  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/tudor-cioboata-ba7a04114/,normal
inSHAPE,7,Cristian Ferentz  ,Back-End Developer  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/cristian-ferentz-9274a9217/,normal
inSHAPE,8,Ioana Turic  ,Senior Software Developer  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/ioana-corina-turic-8952639a/,normal
inSHAPE,9,Mihai Tudorache ,Administrative Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/mihai-tudorache/,normal
inSHAPE,10,Robert Tanase,Financial Analyst ,Takes part in this project only,linkedin,https://www.linkedin.com/in/robert-tanase-12a291154/,normal
inSHAPE,11,Mihai Craiu  ,Chief Business Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/mihaicraiu/,advsisor
inSHAPE,12,Ciprian Costea  ,Chief Financial Advisor ,Takes part in this project only,linkedin,https://www.linkedin.com/in/costea-ciprian-658b5564/,advsisor
inSHAPE,13,Sivia Iancus ,Chief Legal Advisor  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/silvia-iancuș-ba5957a4/,advsisor
inSHAPE,14,Razvan Teodorescu  ,Chief Marketing Advisor  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/razvan-teodorescu-4a8113230/,advsisor
inSHAPE,15,Vladimir Zlate  ,Chief Multimedia Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/vladimir-zlate-47673015a/,advsisor
inSHAPE,16,Daniel Dumitrescu,Daniel Dumitrescu,Takes part in this project only,website,https://inshape.app/team/daniel-dumitrescu.html,advsisor
Pixel Global Coin,1,Porrawat Teeraparkorn,CEO & PROGRAMMER,Takes part in this project only,linkedin,http://www.linkedin.com/in/porrawat-teeraparkorn-526244237/,normal
Green App Development IDO,1,Yaroslav Zikun,CEO & Founder   ,Takes part in this project only,linkedin,https://www.linkedin.com/in/yaroslav-zikun-4b11691a3/  ,normal
Green App Development IDO,2,Dmitriy Levchenko,CCO  ,Takes part in this project only,linkedin,https://www.linkedin.com/in/dmitriy-levchenko-6828118a/,normal
Global Innovative Solutions,1,Giuseppe Giacalone  ,Founder & CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/giuseppe-giacalone-340b9a223/,normal
Global Innovative Solutions,2,Donatello Maligno  ,Co-Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/donatello-maligno-b86623104/,normal
Global Innovative Solutions,3,Paola Colantonio  ,Social Media Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/paola-colantonio-559076152/,normal
Global Innovative Solutions,4,Marco  Meo  ,Co-Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/marco-meo-98a33371/,normal
Global Innovative Solutions,5,Lorenzo Petinari,Chief Marketing Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/lorenzo-petinari-9a9466169/,normal
Global Innovative Solutions,6,Sandra Nicolae,Strategic Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/sandra-nicolae-903047161/,normal
Global Innovative Solutions,7,Marco Tumbiolo,Video Production Expert,Takes part in this project only,linkedin,https://www.linkedin.com/mwlite/in/marco-tumbiolo-27241341,normal
TrustRecruit,1,Lila Benhammou  ,Co-Founder & CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/lila-benhammou,normal
TrustRecruit,2,Anurag Yadav  ,Co-Founder & CBDO,Participates in several projects,linkedin,https://www.linkedin.com/in/anurag-yadav/,normal
TrustRecruit,3,Priti Upadhyay  ,Co- Founder and CTO,Participates in several projects,linkedin,https://www.linkedin.com/in/pritiupadhyay/,normal
TrustRecruit,4,Kaarel Sein  ,Member of Board,Takes part in this project only,linkedin,https://www.linkedin.com/in/kaarel-sein/?originalSubdomain=ee,normal
TrustRecruit,5,Garlam Won  ,Marketing Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/garlam/,advsisor
TrustRecruit,6,Hristo Piyankov  ,Economic Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/hpiyankov/,advsisor
iCommunity Labs,1,Miguel A. Pérez  ,CEO,Participates in several projects,linkedin,https://www.linkedin.com/in/mapg1972/,normal
iCommunity Labs,2,Álvaro Chico ,CTO,Participates in several projects,linkedin,https://www.linkedin.com/in/alvaro-chico-gonzalez-03729a17/,normal
iCommunity Labs,3,Mario García  ,CMO,Participates in several projects,linkedin,https://www.linkedin.com/in/mario-garcia-prados/,normal
iCommunity Labs,4,Luis M. Couto  ,COO,Participates in several projects,linkedin,https://www.linkedin.com/in/luismcouto/,normal
Solidus AI Tech,1,Paul Farhi  ,Founder & Head of UK Operations,Takes part in this project only,linkedin,https://www.linkedin.com/in/paul-farhi-4779b5217/,normal
